user_id,user_name,company_name,office_name,group_name,guaranteed_team,team_daily_priority,individual_priority,has_assigned_space,requests_3mo,bookings_3mo,rejected_3mo,unused_bookings_3mo,nudge_offences_3mo,approval_rate_pct,rejection_rate_pct,used_rate_pct,company_id,office_id,Underserved Tier
user-00365,User 00365,Company 177,Office 070,Group 086,FALSE,"["""", """", """", """", """", """", """"]",,No,22,14,8,1,0,0,25,0,,0177,C
user-00366,User 00366,Company 128,Office 007,Group 022,FALSE,"["""", """", """", """", """", """", """"]",,No,0,0,0,0,0,11,10,0,,0128,Z
user-00367,User 00367,Company 055,Office 091,Group 053,FALSE,"["""", """", """", """", """", """", """"]",,No,1,1,0,0,0,15,10,2,,0055,Z
user-00368,User 00368,Company 124,Office 014,Group 009,FALSE,"["""", """", """", """", """", """", """"]",,No,35,8,27,4,1,11,23,5,,0124,A
user-00369,User 00369,Company 075,Office 059,Group 045,TRUE,"["""", """", """", """", """", """", """"]",,No,31,21,10,3,0,9,23,2,,0075,B
user-00370,User 00370,Company 089,Office 087,Group 040,FALSE,"["""", """", """", """", """", """", """"]",,No,39,17,22,6,0,10,20,1,,0089,B
user-00371,User 00371,Company 168,Office 006,Group 058,FALSE,"["""", """", """", """", """", """", """"]",,No,4,3,1,0,0,6,0,0,,0168,Z
user-00372,User 00372,Company 172,Office 112,Group 083,FALSE,"["""", """", """", """", """", """", """"]",,No,41,17,24,3,2,7,15,3,,0172,X
user-00373,User 00373,Company 144,Office 054,Group 034,FALSE,"["""", """", """", """", """", """", """"]",,No,3,3,0,3,0,21,16,0,,0144,Z
user-00374,User 00374,Company 035,Office 119,Group 044,FALSE,"["""", """", """", """", """", """", """"]",,No,15,8,7,0,0,11,14,0,,0035,C
user-00375,User 00375,Company 117,Office 080,Group 014,FALSE,"["""", """", """", """", """", """", """"]",,No,19,7,12,3,0,9,23,0,,0117,C
user-00376,User 00376,Company 180,Office 099,Group 031,FALSE,"["""", ""3"", ""3"", ""3"", ""3"", ""3"", """"]",3,No,42,18,24,3,1,7,11,4,,0180,X
user-00377,User 00377,Company 057,Office 087,Group 045,FALSE,"["""", """", """", """", """", """", """"]",,No,5,2,3,1,0,5,16,0,,0057,Z
user-00378,User 00378,Company 145,Office 085,Group 025,TRUE,"["""", """", """", """", """", """", """"]",,No,43,9,34,3,0,9,25,4,,0145,B
user-00379,User 00379,Company 012,Office 085,Group 016,FALSE,"["""", """", """", """", """", """", """"]",,No,31,10,21,2,0,19,18,0,,0012,B
user-00380,User 00380,Company 168,Office 026,Group 004,FALSE,"["""", """", """", """", """", """", """"]",,No,62,42,20,2,0,0,26,2,,0168,A
user-00381,User 00381,Company 046,Office 061,Group 065,FALSE,"["""", """", """", """", """", """", """"]",,No,43,25,18,3,0,9,21,5,,0046,A
user-00382,User 00382,Company 092,Office 038,Group 079,FALSE,"["""", """", """", """", """", """", """"]",,No,21,16,5,0,0,0,21,1,,0092,C
user-00383,User 00383,Company 178,Office 036,Group 016,FALSE,"["""", """", """", """", """", """", """"]",,No,11,8,3,4,0,0,25,3,,0178,C
user-00384,User 00384,Company 061,Office 032,Group 041,FALSE,"["""", """", """", """", """", """", """"]",,No,43,26,17,0,0,5,18,0,,0061,A
user-00385,User 00385,Company 162,Office 034,Group 039,FALSE,"["""", """", """", """", """", """", """"]",,No,39,24,15,4,0,10,11,4,,0162,B
user-00386,User 00386,Company 164,Office 090,Group 051,FALSE,"["""", """", """", """", """", """", """"]",,No,55,42,13,2,0,9,21,1,,0164,A
user-00387,User 00387,Company 095,Office 023,Group 001,FALSE,"["""", """", """", """", """", """", """"]",,No,19,17,2,2,0,3,26,0,,0095,C
user-00388,User 00388,Company 156,Office 069,Group 061,FALSE,"["""", """", """", """", """", """", """"]",,No,1,1,0,0,0,7,12,1,,0156,Z
user-00389,User 00389,Company 131,Office 049,Group 068,FALSE,"["""", """", """", """", """", """", """"]",,No,44,32,12,4,1,6,34,6,,0131,A
user-00390,User 00390,Company 038,Office 075,Group 024,FALSE,"["""", ""3"", ""3"", ""3"", ""3"", ""3"", """"]",3,No,13,2,11,2,0,11,24,0,,0038,C
user-00391,User 00391,Company 137,Office 022,Group 057,FALSE,"["""", """", """", """", """", """", """"]",,No,42,22,20,3,0,4,17,1,,0137,A
user-00392,User 00392,Company 134,Office 074,Group 045,FALSE,"["""", """", """", """", """", """", """"]",,No,2,2,0,0,0,7,0,1,,0134,Z
user-00393,User 00393,Company 002,Office 061,Group 072,FALSE,"["""", """", """", """", """", """", """"]",,No,2,0,2,0,0,11,2,2,,0002,Z
user-00394,User 00394,Company 162,Office 082,Group 090,TRUE,"["""", """", """", """", """", """", """"]",,No,39,2,37,1,1,2,23,5,,0162,A
user-00395,User 00395,Company 018,Office 043,Group 010,FALSE,"["""", """", """", """", """", """", """"]",,No,21,14,7,0,0,14,14,5,,0018,B
user-00396,User 00396,Company 014,Office 110,Group 033,FALSE,"["""", """", """", """", """", """", """"]",,No,40,33,7,2,0,10,17,1,,0014,A
user-00397,User 00397,Company 172,Office 029,Group 014,FALSE,"["""", ""5"", ""5"", ""5"", ""5"", ""5"", """"]",5,No,31,7,24,4,0,15,17,0,,0172,B
user-00398,User 00398,Company 152,Office 120,Group 084,FALSE,"["""", """", """", """", """", """", """"]",,No,50,47,3,7,0,14,7,3,,0152,P
user-00399,User 00399,Company 018,Office 004,Group 045,FALSE,"["""", """", """", """", """", """", """"]",,No,2,2,0,0,0,0,7,0,,0018,Z
user-00400,User 00400,Company 003,Office 100,Group 083,FALSE,"["""", """", """", """", """", """", """"]",,No,31,13,18,2,0,1,16,2,,0003,X
user-00401,User 00401,Company 053,Office 026,Group 085,TRUE,"["""", """", """", """", """", """", """"]",,No,42,31,11,5,1,8,18,1,,0053,B
user-00402,User 00402,Company 111,Office 071,Group 031,FALSE,"["""", """", """", """", """", """", """"]",,No,45,29,16,0,0,0,19,5,,0111,A
user-00403,User 00403,Company 069,Office 106,Group 058,FALSE,"["""", """", """", """", """", """", """"]",,No,55,14,41,5,0,0,19,1,,0069,A
user-00404,User 00404,Company 072,Office 014,Group 090,FALSE,"["""", """", """", """", """", """", """"]",,No,61,46,15,5,1,11,18,3,,0072,A
user-00405,User 00405,Company 095,Office 114,Group 054,FALSE,"["""", """", """", """", """", """", """"]",,No,33,19,14,4,0,11,21,2,,0095,B
user-00406,User 00406,Company 063,Office 026,Group 019,FALSE,"["""", """", """", """", """", """", """"]",,No,40,25,15,7,0,12,16,6,,0063,B
user-00407,User 00407,Company 013,Office 041,Group 062,FALSE,"["""", """", """", """", """", """", """"]",,No,1,0,1,0,0,0,2,0,,0013,Z
user-00408,User 00408,Company 096,Office 110,Group 063,FALSE,"["""", """", """", """", """", """", """"]",,No,39,30,9,0,0,2,26,3,,0096,A
user-00409,User 00409,Company 118,Office 048,Group 059,FALSE,"["""", """", """", """", """", """", """"]",,No,35,8,27,5,1,1,14,1,,0118,B
user-00410,User 00410,Company 002,Office 058,Group 045,FALSE,"["""", """", """", """", """", """", """"]",,No,51,13,38,3,1,7,11,2,,0002,X
user-00411,User 00411,Company 154,Office 056,Group 075,FALSE,"["""", """", """", """", """", """", """"]",,No,54,44,10,4,0,2,16,0,,0154,A
user-00412,User 00412,Company 008,Office 077,Group 064,TRUE,"["""", """", """", """", """", """", """"]",,No,42,16,26,1,0,6,18,3,,0008,A
user-00413,User 00413,Company 178,Office 044,Group 019,FALSE,"["""", """", """", """", """", """", """"]",,No,57,11,46,5,1,5,21,1,,0178,A
user-00414,User 00414,Company 083,Office 047,Group 020,FALSE,"["""", """", """", """", """", """", """"]",,No,45,45,0,6,1,14,14,0,,0083,B
user-00415,User 00415,Company 155,Office 069,Group 023,FALSE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,52,52,0,3,0,9,18,2,,0155,A
user-00416,User 00416,Company 030,Office 075,Group 018,TRUE,"["""", """", """", """", """", """", """"]",,No,40,32,8,4,1,1,16,0,,0030,A
user-00417,User 00417,Company 068,Office 114,Group 033,FALSE,"["""", """", """", """", """", """", """"]",,No,62,53,9,2,0,12,21,4,,0068,A
user-00418,User 00418,Company 155,Office 070,Group 052,FALSE,"["""", """", """", """", """", """", """"]",,No,5,4,1,3,1,0,6,0,,0155,Z
user-00419,User 00419,Company 142,Office 050,Group 014,FALSE,"["""", """", """", """", """", """", """"]",,No,38,12,26,4,0,9,17,3,,0142,M
user-00420,User 00420,Company 089,Office 058,Group 089,FALSE,"["""", """", """", """", """", """", """"]",,No,59,19,40,0,0,5,13,0,,0089,A
user-00421,User 00421,Company 068,Office 081,Group 088,FALSE,"["""", """", """", """", """", """", """"]",,No,47,23,24,0,0,0,24,2,,0068,A
user-00422,User 00422,Company 028,Office 108,Group 055,FALSE,"["""", """", """", """", """", """", """"]",,No,53,10,43,8,0,15,12,3,,0028,A
user-00423,User 00423,Company 104,Office 071,Group 074,FALSE,"["""", """", """", """", """", """", """"]",,No,38,34,4,5,0,12,26,0,,0104,B
user-00424,User 00424,Company 134,Office 048,Group 002,FALSE,"["""", """", """", """", """", """", """"]",,No,1,0,1,0,0,0,2,2,,0134,Z
user-00425,User 00425,Company 023,Office 026,Group 065,FALSE,"["""", """", """", """", """", """", """"]",,No,1,1,0,1,0,7,1,4,,0023,Z
user-00426,User 00426,Company 118,Office 084,Group 021,FALSE,"["""", """", """", """", """", """", """"]",,No,1,1,0,0,0,12,23,0,,0118,Z
user-00427,User 00427,Company 109,Office 025,Group 033,FALSE,"["""", """", """", """", """", """", """"]",,No,53,28,25,0,0,6,12,3,,0109,A
user-00428,User 00428,Company 001,Office 107,Group 024,FALSE,"["""", """", """", """", """", """", """"]",,No,27,7,20,3,0,13,24,3,,0001,B
user-00429,User 00429,Company 048,Office 078,Group 048,FALSE,"["""", """", """", """", """", """", """"]",,No,49,10,39,0,0,3,19,1,,0048,A
user-00430,User 00430,Company 003,Office 048,Group 078,FALSE,"["""", """", """", """", """", """", """"]",,No,52,6,46,1,0,1,16,4,,0003,A
user-00431,User 00431,Company 136,Office 095,Group 076,FALSE,"["""", """", """", """", """", """", """"]",,No,36,23,13,5,0,7,28,3,,0136,B
user-00432,User 00432,Company 072,Office 004,Group 033,FALSE,"["""", """", """", """", """", """", """"]",,No,26,13,13,2,0,7,13,0,,0072,B
user-00433,User 00433,Company 176,Office 118,Group 018,FALSE,"["""", """", """", """", """", """", """"]",,No,13,10,3,0,0,4,17,1,,0176,C
user-00434,User 00434,Company 113,Office 038,Group 045,FALSE,"["""", """", """", """", """", """", """"]",,No,3,0,3,0,0,14,9,0,,0113,Z
user-00435,User 00435,Company 056,Office 060,Group 033,FALSE,"["""", """", """", """", """", """", """"]",,Yes,33,26,7,3,0,19,18,1,,0056,B
user-00436,User 00436,Company 015,Office 016,Group 009,FALSE,"["""", """", """", """", """", """", """"]",,No,2,2,0,1,0,10,17,0,,0015,Z
user-00437,User 00437,Company 137,Office 113,Group 080,FALSE,"["""", """", """", """", """", """", """"]",,No,52,33,19,3,0,5,20,0,,0137,A
user-00438,User 00438,Company 002,Office 029,Group 062,FALSE,"["""", """", """", """", """", """", """"]",,No,62,58,4,6,0,10,19,3,,0002,A
user-00439,User 00439,Company 104,Office 088,Group 033,FALSE,"["""", """", """", """", """", """", """"]",,No,1,0,1,0,0,4,10,0,,0104,Z
user-00440,User 00440,Company 048,Office 044,Group 034,FALSE,"["""", """", """", """", """", """", """"]",,No,49,18,31,1,0,8,10,3,,0048,A
user-00441,User 00441,Company 020,Office 034,Group 022,TRUE,"["""", """", """", """", """", """", """"]",,No,45,35,10,3,0,5,19,0,,0020,A
user-00442,User 00442,Company 136,Office 047,Group 041,FALSE,"["""", """", """", """", """", """", """"]",,No,42,26,16,7,0,4,17,2,,0136,A
user-00443,User 00443,Company 138,Office 015,Group 024,FALSE,"["""", """", """", """", """", """", """"]",,No,51,11,40,7,0,17,18,2,,0138,P
user-00444,User 00444,Company 167,Office 046,Group 003,FALSE,"["""", """", """", """", """", """", """"]",,No,1,0,1,0,0,0,4,0,,0167,Z
user-00445,User 00445,Company 027,Office 073,Group 075,FALSE,"["""", """", """", """", """", """", """"]",,No,4,4,0,0,0,2,1,2,,0027,Z
user-00446,User 00446,Company 039,Office 113,Group 051,FALSE,"["""", """", """", """", """", """", """"]",,No,48,32,16,3,0,2,16,1,,0039,A
user-00447,User 00447,Company 007,Office 095,Group 046,TRUE,"["""", """", """", """", """", """", """"]",,No,9,5,4,1,0,16,18,0,,0007,C
user-00448,User 00448,Company 106,Office 033,Group 045,FALSE,"["""", """", """", """", """", """", """"]",,No,4,4,0,1,0,1,16,0,,0106,Z
user-00449,User 00449,Company 073,Office 008,Group 034,FALSE,"["""", """", """", """", """", """", """"]",,No,5,2,3,1,0,11,8,0,,0073,Z
user-00450,User 00450,Company 083,Office 100,Group 041,FALSE,"["""", """", """", """", """", """", """"]",,No,48,38,10,2,0,7,28,5,,0083,A
user-00451,User 00451,Company 086,Office 118,Group 043,FALSE,"["""", """", """", """", """", """", """"]",,No,50,23,27,9,0,14,21,2,,0086,M
user-00452,User 00452,Company 169,Office 042,Group 077,FALSE,"["""", """", """", """", """", """", """"]",,No,47,9,38,4,0,18,9,7,,0169,P
user-00453,User 00453,Company 050,Office 051,Group 057,FALSE,"["""", """", """", """", """", """", """"]",,No,46,18,28,3,0,0,22,0,,0050,A
user-00454,User 00454,Company 156,Office 016,Group 051,FALSE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,48,41,7,1,0,12,11,3,,0156,A
user-00455,User 00455,Company 094,Office 071,Group 010,FALSE,"["""", """", """", """", """", """", """"]",,No,26,23,3,3,0,2,22,4,,0094,B
user-00456,User 00456,Company 117,Office 037,Group 042,FALSE,"["""", """", """", """", """", """", """"]",,No,2,1,1,1,0,11,4,3,,0117,Z
user-00457,User 00457,Company 046,Office 103,Group 084,FALSE,"["""", """", """", """", """", """", """"]",,No,50,28,22,3,0,11,15,2,,0046,P
user-00458,User 00458,Company 109,Office 073,Group 044,FALSE,"["""", """", """", """", """", """", """"]",,No,65,48,17,0,0,0,25,5,,0109,A
user-00459,User 00459,Company 124,Office 107,Group 022,FALSE,"["""", ""6"", ""6"", ""6"", ""6"", ""6"", """"]",6,No,50,8,42,1,0,1,16,2,,0124,A
user-00460,User 00460,Company 077,Office 116,Group 011,FALSE,"["""", """", """", """", """", """", """"]",,No,0,0,0,0,0,0,5,0,,0077,Z
user-00461,User 00461,Company 049,Office 117,Group 012,FALSE,"["""", """", """", """", """", """", """"]",,No,47,41,6,1,0,3,15,2,,0049,A
user-00462,User 00462,Company 113,Office 013,Group 061,FALSE,"["""", """", """", """", """", """", """"]",,No,53,51,2,4,0,8,20,0,,0113,A
user-00463,User 00463,Company 098,Office 095,Group 027,FALSE,"["""", """", """", """", """", """", """"]",,No,45,29,16,8,0,3,5,0,,0098,P
user-00464,User 00464,Company 144,Office 003,Group 050,FALSE,"["""", """", """", """", """", """", """"]",,No,51,10,41,8,0,21,4,1,,0144,P
user-00465,User 00465,Company 129,Office 017,Group 019,FALSE,"["""", """", """", """", """", """", """"]",,No,3,3,0,2,0,0,0,0,,0129,Z
user-00466,User 00466,Company 162,Office 008,Group 031,FALSE,"["""", ""6"", ""6"", ""6"", ""6"", ""6"", """"]",6,No,37,24,13,2,0,3,23,2,,0162,B
user-00467,User 00467,Company 111,Office 065,Group 004,FALSE,"["""", """", """", """", """", """", """"]",,No,34,32,2,4,0,10,20,0,,0111,B
user-00468,User 00468,Company 098,Office 097,Group 087,FALSE,"["""", """", """", """", """", """", """"]",,No,3,2,1,1,0,5,13,0,,0098,Z
user-00469,User 00469,Company 071,Office 043,Group 034,FALSE,"["""", ""3"", ""3"", ""3"", ""3"", ""3"", """"]",3,No,42,15,27,4,0,10,14,0,,0071,B
user-00470,User 00470,Company 059,Office 037,Group 062,FALSE,"["""", """", """", """", """", """", """"]",,Yes,37,12,25,4,0,4,16,3,,0059,B
user-00471,User 00471,Company 162,Office 113,Group 022,FALSE,"["""", """", """", """", """", """", """"]",,No,53,41,12,2,0,10,22,0,,0162,A
user-00472,User 00472,Company 060,Office 045,Group 060,FALSE,"["""", """", """", """", """", """", """"]",,No,44,25,19,1,0,7,21,2,,0060,A
user-00473,User 00473,Company 062,Office 113,Group 053,FALSE,"["""", """", """", """", """", """", """"]",,No,21,20,1,6,0,3,16,0,,0062,C
user-00474,User 00474,Company 075,Office 107,Group 071,FALSE,"["""", """", """", """", """", """", """"]",,No,57,6,51,6,0,14,7,4,,0075,P
user-00475,User 00475,Company 157,Office 116,Group 005,FALSE,"["""", """", """", """", """", """", """"]",,No,21,20,1,4,0,0,15,0,,0157,C
user-00476,User 00476,Company 145,Office 046,Group 063,FALSE,"["""", """", """", """", """", """", """"]",,No,1,1,0,0,0,0,11,2,,0145,Z
user-00477,User 00477,Company 168,Office 026,Group 001,FALSE,"["""", """", """", """", """", """", """"]",,No,27,24,3,2,0,14,11,1,,0168,B
user-00478,User 00478,Company 153,Office 058,Group 089,FALSE,"["""", """", """", """", """", """", """"]",,No,37,10,27,5,1,0,15,3,,0153,B
user-00479,User 00479,Company 129,Office 054,Group 081,FALSE,"["""", """", """", """", """", """", """"]",,No,36,35,1,7,0,7,18,0,,0129,B
user-00480,User 00480,Company 093,Office 085,Group 056,FALSE,"["""", """", """", """", """", """", """"]",,No,3,1,2,0,0,8,1,0,,0093,Z
user-00481,User 00481,Company 052,Office 098,Group 039,FALSE,"["""", """", """", """", """", """", """"]",,No,52,33,19,4,0,0,23,3,,0052,A
user-00482,User 00482,Company 029,Office 107,Group 076,FALSE,"["""", """", """", """", """", """", """"]",,No,15,13,2,2,0,0,16,1,,0029,C
user-00483,User 00483,Company 105,Office 034,Group 044,FALSE,"["""", """", """", """", """", """", """"]",,No,57,28,29,2,0,3,21,2,,0105,A
user-00484,User 00484,Company 010,Office 033,Group 008,FALSE,"["""", """", """", """", """", """", """"]",,No,42,37,5,0,0,9,16,4,,0010,A
user-00485,User 00485,Company 147,Office 045,Group 044,FALSE,"["""", """", """", """", """", """", """"]",,No,0,0,0,0,0,0,0,0,,0147,Z
user-00486,User 00486,Company 127,Office 062,Group 080,FALSE,"["""", """", """", """", """", """", """"]",,No,53,30,23,2,0,6,34,1,,0127,A
user-00487,User 00487,Company 039,Office 086,Group 064,FALSE,"["""", """", """", """", """", """", """"]",,No,43,31,12,0,0,9,30,0,,0039,A
user-00488,User 00488,Company 004,Office 031,Group 043,FALSE,"["""", """", """", """", """", """", """"]",,No,33,16,17,4,1,17,19,0,,0004,M
user-00489,User 00489,Company 167,Office 002,Group 062,FALSE,"["""", """", """", """", """", """", """"]",,No,41,37,4,11,1,19,16,2,,0167,M
user-00490,User 00490,Company 049,Office 114,Group 084,FALSE,"["""", """", """", """", """", """", """"]",,No,46,34,12,3,0,4,19,3,,0049,B
user-00491,User 00491,Company 108,Office 012,Group 075,FALSE,"["""", """", """", """", """", """", """"]",,No,42,17,25,7,1,17,11,0,,0108,M
user-00492,User 00492,Company 011,Office 020,Group 050,FALSE,"["""", """", """", """", """", """", """"]",,No,1,0,1,0,0,3,0,0,,0011,Z
user-00493,User 00493,Company 107,Office 107,Group 035,FALSE,"["""", """", """", """", """", """", """"]",,No,5,3,2,1,0,5,10,0,,0107,Z
user-00494,User 00494,Company 032,Office 061,Group 068,FALSE,"["""", """", """", """", """", """", """"]",,No,50,34,16,4,0,0,20,0,,0032,A
user-00495,User 00495,Company 026,Office 014,Group 072,FALSE,"["""", ""4"", ""4"", ""4"", ""4"", ""4"", """"]",4,No,3,3,0,2,0,8,2,0,,0026,Z
user-00496,User 00496,Company 039,Office 038,Group 083,FALSE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,17,4,13,2,0,0,22,0,,0039,C
user-00497,User 00497,Company 004,Office 017,Group 076,FALSE,"["""", """", """", """", """", """", """"]",,No,48,11,37,2,0,0,28,0,,0004,A
user-00498,User 00498,Company 096,Office 086,Group 007,FALSE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,22,17,5,4,0,18,16,1,,0096,B
user-00499,User 00499,Company 145,Office 006,Group 080,FALSE,"["""", """", """", """", """", """", """"]",,No,3,1,2,0,0,1,2,0,,0145,Z
user-00500,User 00500,Company 080,Office 052,Group 019,TRUE,"["""", """", """", """", """", """", """"]",,No,3,1,2,1,0,1,0,0,,0080,Z
user-00501,User 00501,Company 007,Office 046,Group 031,FALSE,"["""", """", """", """", """", """", """"]",,No,49,19,30,4,1,9,8,2,,0007,A
user-00502,User 00502,Company 166,Office 095,Group 042,TRUE,"["""", """", """", """", """", """", """"]",,No,34,27,7,4,0,12,23,2,,0166,B
user-00503,User 00503,Company 069,Office 120,Group 026,FALSE,"["""", """", """", """", """", """", """"]",,No,38,7,31,6,0,11,23,3,,0069,B
user-00504,User 00504,Company 033,Office 035,Group 039,FALSE,"["""", """", """", """", """", """", """"]",,No,14,10,4,1,0,0,21,0,,0033,C
user-00505,User 00505,Company 158,Office 006,Group 082,FALSE,"["""", """", """", """", """", """", """"]",,No,23,8,15,1,0,14,22,4,,0158,B
user-00506,User 00506,Company 010,Office 074,Group 034,FALSE,"["""", """", """", """", """", """", """"]",,No,16,12,4,1,0,4,21,0,,0010,C
user-00507,User 00507,Company 143,Office 118,Group 019,FALSE,"["""", ""6"", ""6"", ""6"", ""6"", ""6"", """"]",6,No,53,16,37,2,0,3,15,4,,0143,X
user-00508,User 00508,Company 149,Office 085,Group 017,FALSE,"["""", """", """", """", """", """", """"]",,No,31,6,25,2,2,6,9,3,,0149,B
user-00509,User 00509,Company 167,Office 014,Group 077,FALSE,"["""", """", """", """", """", """", """"]",,No,4,4,0,2,0,6,10,0,,0167,Z
user-00510,User 00510,Company 026,Office 025,Group 041,FALSE,"["""", """", """", """", """", """", """"]",,No,53,46,7,2,0,7,24,0,,0026,A
user-00511,User 00511,Company 097,Office 037,Group 026,TRUE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,55,32,23,1,0,4,9,3,,0097,A
user-00512,User 00512,Company 057,Office 105,Group 058,FALSE,"["""", """", """", """", """", """", """"]",,No,24,3,21,3,0,0,20,0,,0057,C
user-00513,User 00513,Company 012,Office 005,Group 086,FALSE,"["""", ""5"", ""5"", ""5"", ""5"", ""5"", """"]",5,No,45,27,18,0,0,0,12,5,,0012,A
user-00514,User 00514,Company 049,Office 112,Group 041,FALSE,"["""", ""3"", ""3"", ""3"", ""3"", ""3"", """"]",3,No,5,2,3,1,0,0,14,1,,0049,Z
user-00515,User 00515,Company 179,Office 098,Group 050,FALSE,"["""", """", """", """", """", """", """"]",,No,33,22,11,1,0,7,26,3,,0179,A
user-00516,User 00516,Company 100,Office 055,Group 082,FALSE,"["""", """", """", """", """", """", """"]",,No,2,0,2,0,0,0,1,0,,0100,Z
user-00517,User 00517,Company 119,Office 101,Group 020,FALSE,"["""", """", """", """", """", """", """"]",,No,39,13,26,3,0,0,19,3,,0119,A
user-00518,User 00518,Company 075,Office 060,Group 066,FALSE,"["""", """", """", """", """", """", """"]",,No,52,44,8,3,0,0,17,3,,0075,A
user-00519,User 00519,Company 172,Office 065,Group 043,FALSE,"["""", """", """", """", """", """", """"]",,No,45,42,3,9,1,4,25,0,,0172,B
user-00520,User 00520,Company 019,Office 103,Group 023,FALSE,"["""", """", """", """", """", """", """"]",,No,41,38,3,0,0,3,20,1,,0019,A
user-00521,User 00521,Company 061,Office 007,Group 033,FALSE,"["""", ""3"", ""3"", ""3"", ""3"", ""3"", """"]",3,No,57,56,1,3,0,12,23,2,,0061,A
user-00522,User 00522,Company 103,Office 011,Group 045,FALSE,"["""", """", """", """", """", """", """"]",,No,43,37,6,2,0,13,17,1,,0103,X
user-00523,User 00523,Company 098,Office 046,Group 011,FALSE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,1,0,1,0,0,14,12,1,,0098,Z
user-00524,User 00524,Company 171,Office 104,Group 017,FALSE,"["""", """", """", """", """", """", """"]",,No,38,33,5,3,0,11,13,3,,0171,B
user-00525,User 00525,Company 161,Office 047,Group 028,FALSE,"["""", """", """", """", """", """", """"]",,No,2,0,2,0,0,0,4,2,,0161,Z
user-00526,User 00526,Company 110,Office 007,Group 060,FALSE,"["""", """", """", """", """", """", """"]",,No,42,36,6,1,0,16,26,0,,0110,A
user-00527,User 00527,Company 176,Office 045,Group 034,FALSE,"["""", """", """", """", """", """", """"]",,No,2,1,1,1,0,0,0,2,,0176,Z
user-00528,User 00528,Company 134,Office 100,Group 007,TRUE,"["""", """", """", """", """", """", """"]",,No,45,43,2,1,0,6,19,6,,0134,A
user-00529,User 00529,Company 112,Office 110,Group 048,TRUE,"["""", """", """", """", """", """", """"]",,No,30,29,1,5,0,21,22,2,,0112,B
user-00530,User 00530,Company 108,Office 021,Group 023,FALSE,"["""", """", """", """", """", """", """"]",,No,5,3,2,0,0,6,15,0,,0108,Z
user-00531,User 00531,Company 142,Office 085,Group 087,FALSE,"["""", ""4"", ""4"", ""4"", ""4"", ""4"", """"]",4,No,38,27,11,3,0,3,21,0,,0142,A
user-00532,User 00532,Company 153,Office 085,Group 027,FALSE,"["""", """", """", """", """", """", """"]",,Yes,37,25,12,5,0,14,15,6,,0153,B
user-00533,User 00533,Company 118,Office 096,Group 072,FALSE,"["""", """", """", """", """", """", """"]",,Yes,6,3,3,3,1,5,5,2,,0118,Z
user-00534,User 00534,Company 166,Office 103,Group 085,FALSE,"["""", """", """", """", """", """", """"]",,No,61,60,1,1,0,2,22,2,,0166,A
user-00535,User 00535,Company 176,Office 113,Group 086,TRUE,"["""", ""3"", ""3"", ""3"", ""3"", ""3"", """"]",3,No,2,0,2,0,0,8,10,0,,0176,Z
user-00536,User 00536,Company 166,Office 049,Group 033,FALSE,"["""", """", """", """", """", """", """"]",,No,12,10,2,1,0,20,23,1,,0166,C
user-00537,User 00537,Company 165,Office 067,Group 057,FALSE,"["""", """", """", """", """", """", """"]",,No,43,40,3,4,0,4,19,1,,0165,X
user-00538,User 00538,Company 004,Office 028,Group 048,FALSE,"["""", """", """", """", """", """", """"]",,No,30,7,23,4,0,12,10,6,,0004,B
user-00539,User 00539,Company 078,Office 077,Group 059,FALSE,"["""", """", """", """", """", """", """"]",,No,4,4,0,0,0,10,9,0,,0078,Z
user-00540,User 00540,Company 162,Office 051,Group 015,FALSE,"["""", """", """", """", """", """", """"]",,No,8,7,1,2,0,2,11,0,,0162,C
user-00541,User 00541,Company 030,Office 035,Group 064,FALSE,"["""", """", """", """", """", """", """"]",,No,2,2,0,1,0,14,8,2,,0030,Z
user-00542,User 00542,Company 028,Office 109,Group 072,TRUE,"["""", """", """", """", """", """", """"]",,No,23,3,20,3,1,13,21,0,,0028,B
user-00543,User 00543,Company 049,Office 029,Group 021,FALSE,"["""", """", """", """", """", """", """"]",,No,54,23,31,0,0,4,27,3,,0049,A
user-00544,User 00544,Company 075,Office 063,Group 067,FALSE,"["""", ""4"", ""4"", ""4"", ""4"", ""4"", """"]",4,No,50,10,40,2,0,1,18,3,,0075,A
user-00545,User 00545,Company 037,Office 054,Group 040,FALSE,"["""", """", """", """", """", """", """"]",,No,14,3,11,1,0,2,10,0,,0037,C
user-00546,User 00546,Company 135,Office 058,Group 002,FALSE,"["""", ""1"", ""1"", ""1"", ""1"", ""1"", """"]",1,No,2,2,0,0,0,2,5,2,,0135,Z
user-00547,User 00547,Company 101,Office 078,Group 086,FALSE,"["""", ""3"", ""3"", ""3"", ""3"", ""3"", """"]",3,No,2,0,2,0,0,0,6,2,,0101,Z
user-00548,User 00548,Company 175,Office 096,Group 070,FALSE,"["""", """", """", """", """", """", """"]",,No,24,17,7,8,0,1,17,3,,0175,B
